depth,clay,silt,sand,gravel
1.0,44.00080663574986,53.84490430958316,2.1542890546669704,0.0
2.0,31.84974221375205,62.907383796313326,5.242873989934607,0.0
3.0,42.2987165447475,55.20463150004013,2.4966519552123847,0.0
4.0,42.39870331967602,50.62123960469276,6.7699368660548584,0.21012020957635
5.0,42.51083225352351,53.147442613161196,4.256279416586081,0.08544571672920624
6.0,39.51154899643115,54.341324436348955,6.14712656721988,0.0
7.0,39.93219596436701,54.535183896302456,5.532620139330537,0.0
8.0,42.80697596231336,52.319947304114685,4.873076733571973,0.0
9.0,39.79634218285708,55.76247014167645,4.441187675466462,0.0
10.0,40.65489825532389,55.3530739282138,3.992027816462293,0.0
11.0,40.77982043907102,55.51289217393225,3.707287386996739,0.0
12.0,40.11699129893804,53.53878779040269,6.344220910659287,0.0
13.0,36.31633780162825,57.05106622435593,6.63259597401582,0.0
14.0,41.69011691744762,50.4803659402845,7.722003811358941,0.10751333090895397
15.0,46.93049011257366,49.044182124939724,3.972136212409556,0.053191550077054735
16.0,41.341953066423926,49.32805314925094,9.329993784325131,0.0
17.0,41.976997183789784,49.0050397907543,8.937563309271072,0.08039971618485237
18.0,39.76631651166235,55.877276812794776,4.356406675542886,0.0
19.0,43.332682304992915,49.532467999754786,7.134849695252298,0.0
20.0,45.328183938086326,49.790444492661294,4.831322437036278,0.05004913221610789
30.0,42.36274382282408,51.0062789510043,6.63047765993317,0.000499566238450673
39.0,39.600881037919294,48.89668972045157,11.502429241629146,0.0
50.0,43.36522757126374,50.78936528484522,5.825039675835082,0.02036746805596101
57.0,41.96282853191357,53.55703343211495,4.480138035971484,0.0
60.0,42.72204336155442,49.30980949397493,7.968147144470654,0.0
70.0,46.05486236415702,47.16492765306313,6.780209982779866,0.0
80.0,41.13619772876096,44.259302677920196,14.553384177108688,0.05111541621016765
90.0,45.203838439692724,49.071243874932634,5.7249176853746455,0.0
99.0,36.49798039391586,50.18911607617594,13.312903529908175,0.0
100.0,40.41298801336054,50.686369862419646,8.90064212421982,0.0
101.0,42.15606119394783,43.59051198095785,14.253426825094333,0.0
110.0,3.3305884560972348,6.584685726903236,90.08472581699951,0.0
114.0,20.46349877371312,22.876590603245436,56.659910623041455,0.0
118.0,7.9273192015290945,10.041083669560722,82.03159712891019,0.0
127.0,24.610290714795386,25.573358272163922,49.81635101304068,0.0
130.0,19.03523122663998,22.044128599865353,58.92064017349467,0.0
138.0,26.135724559496307,23.392082084987013,50.472193355516694,0.0
147.0,28.33151898351947,25.492812341117798,46.17566867536274,0.0
150.0,20.951191481342047,33.63430340856246,45.41450511009549,0.0
160.0,17.51186637111248,28.666879197781956,53.82125443110557,0.0
170.0,26.39857880228236,35.31063103572489,38.290790161992746,0.0
180.0,6.862772780294554,8.34380709307631,84.79342012662914,0.0
194.0,13.299735239633844,18.870779460437763,67.8294852999284,0.0
200.0,2.8560937218537803,4.29169292340176,92.85221335474444,0.0
210.0,3.397732152254799,5.161117339119305,91.4411505086259,0.0
217.0,2.8446860321950105,4.608051786743322,92.54726218106165,0.0
229.0,9.864246933969206,12.152935167367371,77.98281789866343,0.0
234.0,17.38625125648041,26.285072541069873,56.32867620244972,0.0
