depth,median,mode,mean,std,skewness,kurtosis,total
2.0,27.3729867693626,98.1135504622348,1432.13276632198,0.464805541637483,-0.6725655654903334,0.5365768518129128,56.46552820909304
3.0,11.2005003612863,4.5830295904569,24.0924799955869,0.8607875930374939,0.02701402819530772,-0.8268245641358352,71.93961637300487
4.0,5.91607978309964,3.55035107657029,16.4270457141524,1.053736810798336,0.825687401872348,-0.3962213242009769,79.0255785105567
5.0,6.72163154888759,3.55035107657029,76.0059568969533,1.1213353228526035,0.640701000163258,-0.7761817818882153,83.15049876973282
6.0,6.72163154888759,4.03377788684902,24.0924799955869,1.166333040802186,0.7070303206626928,-0.7705733551578993,84.44867305229347
7.0,5.20706910895654,4.03377788684902,0.871813953185846,1.4133543787205862,-0.038266487962894655,-1.268509451240133,99.03256947362539
8.0,5.20706910895654,4.5830295904569,21.2051244984133,1.4975359666630026,0.9315794431428854,-0.549695238214599,91.90195461044055
9.0,5.91607978309964,4.03377788684902,0.675371071944965,1.286438608452718,0.8243230795849199,-0.5840277010670794,86.69039707032911
10.0,7.63686974067977,4.03377788684902,1.27863284686106,1.0664954882749973,0.7552871208555066,-0.33247324918022514,77.2520638838428
11.0,5.91607978309964,4.5830295904569,27.3729867693626,1.2855738586295424,0.6538401724831806,-0.8920896221828838,86.74838123253154
12.0,16.4270457141524,3.12486039650294,27.3729867693626,0.7312211703612533,-0.04646500045053521,-0.9083230151673396,62.98955266495766
13.0,6.72163154888759,4.03377788684902,18.6638031898573,1.0163792584515017,0.9912822221543877,-0.01092228570091347,76.63968073045447
14.0,8.67672960231842,3.55035107657029,976.475249763249,0.8282130869086248,0.8667754574547712,0.10082935305540053,69.78878202828841
15.0,11.2005003612863,4.5830295904569,0.767331691056549,0.8046702409409059,0.34535327316658104,-0.708352930887143,67.25064326728504
16.0,5.91607978309964,4.5830295904569,0.675371071944965,1.3680077062436284,0.7935470862685668,-0.7173201037171473,89.80343203751403
17.0,5.91607978309964,5.91607978309964,1.12539550558581,1.4641753475760753,0.5353302259142289,-1.2252385080706316,94.82283202163768
18.0,5.20706910895654,4.5830295904569,0.675371071944965,1.3761991411460828,0.6616642426833369,-0.8719771148569264,91.04752405437631
20.0,5.20706910895654,0.767331691056549,40.1461801249002,1.0711258786230469,0.20241355396828348,-1.4332745396132953,88.15069280582253
27.0,5.20706910895654,0.767331691056549,27.3729867693626,1.200115319306467,0.23077293631093776,-1.626161586990572,91.22935417835228
35.5,18.863,47.9397,11.8323,1.372457826337397,0.9881778304319365,0.44553687399146513,98.93629407716224
51.0,4.5830295904569,0.767331691056549,27.3729867693626,1.1225825781510301,0.4434369370201268,-1.3683487750181473,87.46223419379454
70.5,5.61052,24.9538,0.953552,0.9476639971105809,-0.47051359849320773,-1.2716221747590994,100.0
81.0,3.55035107657029,0.767331691056549,18.6638031898573,1.3069446921315642,0.6602924953758114,-1.2087628797090726,88.70847762928628
86.5,15.6529,161.177,17.1832,0.9058499397946913,0.6042089694470779,0.043322614884161226,82.66138326259698
92.0,5.61052,7.42212,0.868632,0.8894171617144487,-0.4492690192961845,-1.3570657047750732,99.99999999999999
106.0,5.20706910895654,0.767331691056549,31.1001775165092,0.9734687067876778,0.34500095776475037,-1.1499024542762326,82.91113026419704
110.5,3.20592,8.14773,0.720807,1.6089435132985417,0.6975355729654835,-0.5133846416686452,99.99999999999996
111.5,20.7071,176.935,18.863,1.4865697960962168,2.8917173647927283,9.859308907036613,66.83308991958755
112.5,5.61052,36.2385,0.868632,0.8978113329440089,0.06308475256733889,-0.9463659198945717,100.00000000000001
113.5,22.7315,194.232,18.863,1.459618083340014,3.01691243245348,10.598996458459741,66.82591429460325
114.5,4.2411,18.863,0.656615,0.9581669589710119,-0.23375166132155129,-1.2048959390907494,100.00000000000001
116.5,17.1832,194.232,3.20592,1.5231983419362867,3.105360004839571,11.122620988128311,65.70540773882304
118.5,4.2411,18.863,0.953552,1.0202251487843539,-0.5612426654251524,-1.1600519087992969,100.0
119.5,8.94427,39.7813,2.66033,0.9848391927419589,0.13412722391662565,-0.5557108465114129,99.99999999999999
131.0,5.91607978309964,0.767331691056549,1627.13640404321,0.9187538195694072,0.3420874220957412,-0.9301633802893492,74.32244989149561
140.5,3.51934,17.1832,0.868632,1.0980154363060417,0.12698155474557649,-1.5180635795040531,99.99999999999997
154.5,11.8323,27.3934,69.6192,0.9222998570949548,0.02336308582744538,-1.2167171240798045,98.05766080934
156.0,8.67672960231842,0.767331691056549,76.0059568969533,0.9520344319451572,-0.3242292788577192,-1.4508367018735733,86.60164569339874
181.0,5.91607978309964,2.75036250980155,24.0924799955869,1.0204028947093642,-0.0028597874761923346,-1.4844633228836657,84.7973421268482
190.5,3.51934,10.7786,0.656615,1.1858407770874617,0.1702926501662554,-0.8948413025270181,99.99999999999999
206.0,6.72163154888759,0.767331691056549,76.0059568969533,1.007755723020176,-0.5625918429859667,-1.3439172993126414,89.90577024314513
206.5,11.8323,30.0714,2.2076,0.9686268028630666,0.3353188677325826,-1.188432083475903,97.94037409592192
