depth,median,mode,mean,std,skewness,kurtosis,total
215.5,14.2589,194.232,0.656615,1.383889050542455,2.9476210770614215,10.525567217642674,67.96211873027126
224.5,39.7813,146.824,7.42212,1.3180635509323442,1.649288204362615,2.234937859759484,71.71412646588769
231.0,51.8233626726204,66.897047498479,0.675371071944965,1.1082373398316587,1.4291612020976119,1.689485837228184,58.40044707514392
239.5,27.3934,52.6264,0.868632,0.7845376373752153,0.7724595116617634,0.14057008383123382,72.74496404543686
248.5,43.6704,161.177,7.42212,1.178308228298707,1.891894468633789,3.615677569703428,65.93367657158798
259.5,4.2411,10.7786,0.496347,1.4692938744973179,0.12895920324014873,-1.2237493668377941,100.0
261.0,239.780441236423,1109.43514728561,3.12486039650294,0.9711807233925586,1.3682250996684782,1.0747453545179422,39.27574224513735
266.5,948.338,1041.05,52.6264,3.1929430736756856,4.605771676841609,24.420534574968066,18.46832491269359
276.5,948.338,948.338,373.147,2.1378670537726667,1.9655156281384392,2.5371673303196545,9.760287899230729
286.0,51.8233626726204,58.8797924099703,309.524560726237,1.2962554993292832,1.7126353582004505,2.349691917983119,59.51237983231788
288.5,2.42342,7.42212,0.496347,1.4086973473690731,0.11126313714095926,-1.5536466757621834,100.00000000000004
292.5,27.3934,161.177,2.66033,1.1964714432785324,2.085079217170243,4.817161559850872,75.02326062931273
301.5,5.11087,30.0714,0.791275,0.9079713565044565,-0.4250469675456758,-1.1313312663424,100.0
312.0,51.8233626726204,665.79295985874,4.5830295904569,0.6835156027688503,0.305851065567788,-0.38019986814681905,54.37215150268998
318.5,20.7071,194.232,2.66033,0.855446383514537,0.6728392513453874,-0.5032666761270392,77.88636164780681
329.5,863.883,1377.2,256.948,2.1925348575722583,1.9485034829944499,2.5097704114590136,10.58290907408837
340.5,1041.05,1041.05,449.672,2.8734358377540845,2.314920448283182,4.174132870870129,8.413855743782376
350.5,1659.64,1821.89,161.177,5.0335877194999945,3.731297419792148,14.24403066817437,6.927254955175899
361.0,12.7255952170922,0.767331691056549,86.3551636408598,0.7535771615860638,-0.6019254144686709,-0.8792733004925646,74.05629170313651
375.5,1.38477,5.61052,9.81869,1.5096599281384653,0.7240636955380286,-0.5072259847806655,100.00000000000003
392.5,948.338,1041.05,47.9397,3.8748353152135078,5.531875308502472,32.13431621279805,13.568002400435347
401.0,35.3348741117632,66.897047498479,9.85818000675331,0.5991459982696898,-0.6137268590498044,0.6265752776023188,60.73115326989415
421.0,35.3348741117632,66.897047498479,309.524560726237,0.628887933539402,-0.49783811799978517,0.3854400707386416,60.84401844763888
437.5,282.068,863.883,27.3934,1.354636257414016,3.1031120251557196,10.647909693024065,32.32667673235009
